,ONT NE ID,ONT PON Branch ID,OLT Location,Vendor name,Model,Serialnumber,Software revision,Hardware revision,Distance from OLT,Flag for Wholesale or on-net,Consolidated,Uptime - powered,Uptime - online,Hierarchy Path,Flag for B2B or B2C.,Latitude,Longitude
267,DTAL086,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458673,3FE49337AOCK367,3FE49331BAAA288,18.1km,On-Net,N,302 days : 2hrs : 30s,290 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2436459705156,-7.06413314676049
268,DTAL086,DTAL_008_101_2_2021_2_308_161,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458674,3FE49337AOCK368,3FE49331BAAA289,18.1km,On-Net,N,303 days : 2hrs : 30s,291 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2368239762464,-7.07966252477688
269,DTAL086,DTAL_008_101_2_2021_2_308_162,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458675,3FE49337AOCK369,3FE49331BAAA290,18.1km,On-Net,N,304 days : 2hrs : 30s,292 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2459197355669,-7.07088505024587
270,DTAL086,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458676,3FE49337AOCK370,3FE49331BAAA291,18.1km,On-Net,N,305 days : 2hrs : 30s,293 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2409586434156,-7.08776480895934
271,DTAL086,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458677,3FE49337AOCK371,3FE49331BAAA292,18.1km,On-Net,N,306 days : 2hrs : 30s,294 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2432325461698,-7.07561138268564
272,DTAL086,DTAL_008_101_2_2021_2_308_163,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458678,3FE49337AOCK372,3FE49331BAAA293,18.1km,On-Net,N,307 days : 2hrs : 30s,295 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2364104883434,-7.08202569099676
273,DTAL086,DTAL_008_101_2_2021_2_308_164,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458679,3FE49337AOCK373,3FE49331BAAA294,18.1km,On-Net,N,308 days : 2hrs : 30s,296 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2346531217807,-7.05805643362364
274,DTAL086,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458680,3FE49337AOCK374,3FE49331BAAA295,18.1km,On-Net,N,309 days : 2hrs : 30s,297 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2263822273245,-7.06852188402599
275,DTAL086,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458681,3FE49337AOCK375,3FE49331BAAA296,18.1km,On-Net,N,310 days : 2hrs : 30s,298 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2413720889467,-7.06278276606341
276,DTAL086,DTAL_008_101_2_2021_2_308_165,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458682,3FE49337AOCK376,3FE49331BAAA297,18.1km,On-Net,N,311 days : 2hrs : 30s,299 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2348598743994,-7.07088505024587
277,DTAL086,DTAL_008_101_2_2021_2_308_166,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458683,3FE49337AOCK377,3FE49331BAAA298,18.1km,On-Net,N,312 days : 2hrs : 30s,300 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2345497451102,-7.07527378751137
278,DTAL086,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458684,3FE49337AOCK378,3FE49331BAAA299,18.1km,On-Net,N,313 days : 2hrs : 30s,301 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2420956093576,-7.0827008813453
279,DTAL086,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458685,3FE49337AOCK379,3FE49331BAAA300,18.1km,On-Net,N,314 days : 2hrs : 30s,302 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2475733096936,-7.07848094166693
280,DTAL086,DTAL_008_101_2_2021_2_308_167,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458686,3FE49337AOCK380,3FE49331BAAA301,18.1km,On-Net,N,315 days : 2hrs : 30s,303 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2460230857553,-7.08557044032659
281,DTAL086,DTAL_008_101_2_2021_2_308_168,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458687,3FE49337AOCK381,3FE49331BAAA302,18.1km,On-Net,N,316 days : 2hrs : 30s,304 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2436459705156,-7.09316633174765
282,DTAL086,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458688,3FE49337AOCK382,3FE49331BAAA303,18.1km,On-Net,N,317 days : 2hrs : 30s,305 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2465398330864,-7.08557044032659
283,DTAL086,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458689,3FE49337AOCK383,3FE49331BAAA304,18.1km,On-Net,N,318 days : 2hrs : 30s,306 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2477800021263,-7.09080316552776
284,DTAL086,DTAL_008_101_2_2021_2_308_169,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458690,3FE49337AOCK384,3FE49331BAAA305,18.1km,On-Net,N,319 days : 2hrs : 30s,307 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2528436659391,-7.07307941887862
285,DTAL086,DTAL_008_101_2_2021_2_308_170,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458691,3FE49337AOCK385,3FE49331BAAA306,18.1km,On-Net,N,320 days : 2hrs : 30s,308 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2484000736468,-7.0865832258494
286,DTAL086,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458692,3FE49337AOCK386,3FE49331BAAA307,18.1km,On-Net,N,321 days : 2hrs : 30s,309 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2341362360206,-7.07628657303418
287,DTAL086,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458693,3FE49337AOCK387,3FE49331BAAA308,18.1km,On-Net,N,322 days : 2hrs : 30s,310 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2463331348762,-7.09654228349034
288,DTAL090,DTAL_008_101_2_2021_2_308_171,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458694,3FE49337AOCK388,3FE49331BAAA309,18.1km,On-Net,N,323 days : 2hrs : 30s,311 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7233817893499,-6.34108815569811
289,DTAL090,DTAL_008_101_2_2021_2_308_172,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458695,3FE49337AOCK389,3FE49331BAAA310,18.1km,On-Net,N,324 days : 2hrs : 30s,312 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7227817893499,-6.34108812569811
290,DTAL090,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458696,3FE49337AOCK390,3FE49331BAAA311,18.1km,On-Net,N,325 days : 2hrs : 30s,313 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7216644959454,-6.33774072905157
291,DTAL090,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458697,3FE49337AOCK391,3FE49331BAAA312,18.1km,On-Net,N,326 days : 2hrs : 30s,314 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7216137091762,-6.36434824085739
292,DTAL090,DTAL_008_101_2_2021_2_308_173,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458698,3FE49337AOCK392,3FE49331BAAA313,18.1km,On-Net,N,327 days : 2hrs : 30s,315 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.724660806769,-6.34503633712736
293,DTAL090,DTAL_008_101_2_2021_2_308_174,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458699,3FE49337AOCK393,3FE49331BAAA314,18.1km,On-Net,N,328 days : 2hrs : 30s,316 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7199247024559,-6.35759359031433
294,DTAL090,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458700,3FE49337AOCK394,3FE49331BAAA315,18.1km,On-Net,N,329 days : 2hrs : 30s,317 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7176871724145,-6.34442031815587
295,DTAL090,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458701,3FE49337AOCK395,3FE49331BAAA316,18.1km,On-Net,N,330 days : 2hrs : 30s,318 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7256984235751,-6.34112700011625
296,DTAL090,DTAL_008_101_2_2021_2_308_175,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458702,3FE49337AOCK396,3FE49331BAAA317,18.1km,On-Net,N,331 days : 2hrs : 30s,319 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7256984235751,-6.34112700011625
297,DTAL090,DTAL_008_101_2_2021_2_308_176,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458703,3FE49337AOCK397,3FE49331BAAA318,18.1km,On-Net,N,332 days : 2hrs : 30s,320 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.725337589229,-6.35576396918121
298,DTAL090,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458704,3FE49337AOCK398,3FE49331BAAA319,18.1km,On-Net,N,333 days : 2hrs : 30s,321 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.722089940772,-6.3402731769208
299,DTAL090,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458705,3FE49337AOCK399,3FE49331BAAA320,18.1km,On-Net,N,334 days : 2hrs : 30s,322 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7259870888226,-6.35539804495458
300,DTAL090,DTAL_008_101_2_2021_2_308_177,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458706,3FE49337AOCK400,3FE49331BAAA321,18.1km,On-Net,N,335 days : 2hrs : 30s,323 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.719635995591,-6.36100888309615
301,DTAL090,DTAL_008_101_2_2021_2_308_178,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458707,3FE49337AOCK401,3FE49331BAAA322,18.1km,On-Net,N,336 days : 2hrs : 30s,324 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.71754281155,-6.35344644907926
302,DTAL090,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458708,3FE49337AOCK402,3FE49331BAAA323,18.1km,On-Net,N,337 days : 2hrs : 30s,325 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7228116621048,-6.36430220113577
303,DTAL090,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458709,3FE49337AOCK403,3FE49331BAAA324,18.1km,On-Net,N,338 days : 2hrs : 30s,326 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7193472867442,-6.35478817124354
304,DTAL090,DTAL_008_101_2_2021_2_308_179,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458710,3FE49337AOCK404,3FE49331BAAA325,18.1km,On-Net,N,339 days : 2hrs : 30s,327 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7202855832501,-6.34381044444483
305,DTAL090,DTAL_008_101_2_2021_2_308_180,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458711,3FE49337AOCK405,3FE49331BAAA326,18.1km,On-Net,N,340 days : 2hrs : 30s,328 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7206464609477,-6.35612989340783
306,DTAL090,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458712,3FE49337AOCK406,3FE49331BAAA327,18.1km,On-Net,N,341 days : 2hrs : 30s,329 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7210073355487,-6.35552001969679
307,DTAL090,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458713,3FE49337AOCK407,3FE49331BAAA328,18.1km,On-Net,N,342 days : 2hrs : 30s,330 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7278633646271,-6.35612989340783
308,DTAL090,DTAL_008_101_2_2021_2_308_181,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458714,3FE49337AOCK408,3FE49331BAAA329,18.1km,On-Net,N,343 days : 2hrs : 30s,331 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7218012487708,-6.33380851558377
309,DTAL090,DTAL_008_101_2_2021_2_308_182,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458715,3FE49337AOCK409,3FE49331BAAA330,18.1km,On-Net,N,344 days : 2hrs : 30s,332 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7254097563459,-6.32624608156688
310,DTAL090,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458716,3FE49337AOCK410,3FE49331BAAA331,18.1km,On-Net,N,345 days : 2hrs : 30s,333 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7276791458281,-6.35229321888719
311,DTAL090,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458717,3FE49337AOCK411,3FE49331BAAA332,18.1km,On-Net,N,346 days : 2hrs : 30s,334 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7313436944995,-6.33115172812189
312,DTAL090,DTAL_008_101_2_2021_2_308_183,Drogheda Zone 1,Nokia,XS-010X-Q,SMBS03458718,3FE49337AOCK412,3FE49331BAAA333,18.1km,On-Net,N,347 days : 2hrs : 30s,335 days : 1 hr : 46 mins,VMIE->DTAL090,Residential,53.7203490902147,-6.36737504669428
313,DTAL091,DTAL_008_101_2_2021_2_308_184,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458719,3FE49337AOCK413,3FE49331BAAA334,18.1km,On-Net,N,348 days : 2hrs : 30s,336 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.7120597272923,-6.38021029878306
314,DTAL091,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458720,3FE49337AOCK414,3FE49331BAAA335,18.1km,On-Net,N,349 days : 2hrs : 30s,337 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.7101486263407,-6.36804834257852
315,DTAL091,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458721,3FE49337AOCK415,3FE49331BAAA336,18.1km,On-Net,N,350 days : 2hrs : 30s,338 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.7093516109257,-6.33869264202543
316,DTAL091,DTAL_008_101_2_2021_2_308_185,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458722,3FE49337AOCK416,3FE49331BAAA337,18.1km,On-Net,N,351 days : 2hrs : 30s,339 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.7115832160401,-6.36683640998688
317,DTAL091,DTAL_008_101_2_2021_2_308_186,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458723,3FE49337AOCK417,3FE49331BAAA338,18.1km,On-Net,N,352 days : 2hrs : 30s,340 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.7076880317315,-6.3563059038593
318,DTAL091,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458724,3FE49337AOCK418,3FE49331BAAA339,18.1km,On-Net,N,353 days : 2hrs : 30s,341 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.7081614827527,-6.35658151219456
319,DTAL091,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458725,3FE49337AOCK419,3FE49331BAAA340,18.1km,On-Net,N,354 days : 2hrs : 30s,342 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.7024711571037,-6.35040170306338
320,DTAL091,DTAL_008_101_2_2021_2_308_187,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458726,3FE49337AOCK420,3FE49331BAAA341,18.1km,On-Net,N,355 days : 2hrs : 30s,343 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.7091775313612,-6.33598214842397
321,DTAL091,DTAL_008_101_2_2021_2_308_188,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458727,3FE49337AOCK421,3FE49331BAAA342,18.1km,On-Net,N,356 days : 2hrs : 30s,344 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.7067389734794,-6.3210476096903
322,DTAL091,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458728,3FE49337AOCK422,3FE49331BAAA343,18.1km,On-Net,N,357 days : 2hrs : 30s,345 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.7153748965528,-6.3263691119977
323,DTAL091,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458729,3FE49337AOCK423,3FE49331BAAA344,18.1km,On-Net,N,358 days : 2hrs : 30s,346 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.714257406367,-6.33598214842397
324,DTAL091,DTAL_008_101_2_2021_2_308_189,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458730,3FE49337AOCK424,3FE49331BAAA345,18.1km,On-Net,N,359 days : 2hrs : 30s,347 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.7120223369336,-6.35023004169863
325,DTAL091,DTAL_008_101_2_2021_2_308_190,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458731,3FE49337AOCK425,3FE49331BAAA346,18.1km,On-Net,N,360 days : 2hrs : 30s,348 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.7119207400469,-6.34353524847319
326,DTAL091,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458732,3FE49337AOCK426,3FE49331BAAA347,18.1km,On-Net,N,361 days : 2hrs : 30s,349 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.706058,-6.355705
327,DTAL091,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458733,3FE49337AOCK427,3FE49331BAAA348,18.1km,On-Net,N,362 days : 2hrs : 30s,350 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.7254309723653,-6.31984598013702
328,DTAL091,DTAL_008_101_2_2021_2_308_191,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458734,3FE49337AOCK428,3FE49331BAAA349,18.1km,On-Net,N,363 days : 2hrs : 30s,351 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.7252278431153,-6.30611307095663
329,DTAL091,DTAL_008_101_2_2021_2_308_192,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458735,3FE49337AOCK429,3FE49331BAAA350,18.1km,On-Net,N,364 days : 2hrs : 30s,352 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.7033857256224,-6.34473687802647
330,DTAL091,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458736,3FE49337AOCK430,3FE49331BAAA351,18.1km,On-Net,N,365 days : 2hrs : 30s,353 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.713952631164,-6.34971505627476
331,DTAL091,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458737,3FE49337AOCK431,3FE49331BAAA352,18.1km,On-Net,N,366 days : 2hrs : 30s,354 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.7051131897073,-6.31006128101638
332,DTAL091,DTAL_008_101_2_2021_2_308_193,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458738,3FE49337AOCK432,3FE49331BAAA353,18.1km,On-Net,N,367 days : 2hrs : 30s,355 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.6857005449655,-6.34817010532157
333,DTAL091,DTAL_008_101_2_2021_2_308_194,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458739,3FE49337AOCK433,3FE49331BAAA354,18.1km,On-Net,N,368 days : 2hrs : 30s,356 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.6788887526655,-6.36293298269049
334,DTAL091,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458740,3FE49337AOCK434,3FE49331BAAA355,18.1km,On-Net,N,369 days : 2hrs : 30s,357 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.704808348257,-6.38816720330946
335,DTAL091,DTAL_0010_101_2_2021_2_308_26,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458741,3FE49337AOCK435,3FE49331BAAA356,18.1km,On-Net,N,370 days : 2hrs : 30s,358 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.706558,-6.361241
336,DTAL091,DTAL_008_101_2_2021_2_308_195,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458742,3FE49337AOCK436,3FE49331BAAA357,18.1km,On-Net,N,371 days : 2hrs : 30s,359 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.7144605887116,-6.284140416268
337,DTAL091,DTAL_008_101_2_2021_2_308_196,Drogheda Zone 2,Nokia,XS-010X-Q,SMBS03458743,3FE49337AOCK437,3FE49331BAAA358,18.1km,On-Net,N,372 days : 2hrs : 30s,360 days : 1 hr : 46 mins,VMIE->DTAL091,Residential,53.70846,-6.368125
338,DTAL095,DTAL_0010_101_2_2021_2_308_26,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458744,3FE49337AOCK438,3FE49331BAAA359,18.1km,On-Net,N,373 days : 2hrs : 30s,361 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.0235194347586,-7.3166855461054
339,DTAL095,DTAL_0010_101_2_2021_2_308_26,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458745,3FE49337AOCK439,3FE49331BAAA360,18.1km,On-Net,N,374 days : 2hrs : 30s,362 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,54.9904972,-7.3291565
340,DTAL095,DTAL_008_101_2_2021_2_308_197,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458746,3FE49337AOCK440,3FE49331BAAA361,18.1km,On-Net,N,375 days : 2hrs : 30s,363 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,54.9971936,-7.3198868
341,DTAL095,DTAL_008_101_2_2021_2_308_198,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458747,3FE49337AOCK441,3FE49331BAAA362,18.1km,On-Net,N,376 days : 2hrs : 30s,364 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.0064485,-7.32538
342,DTAL095,DTAL_0010_101_2_2021_2_308_26,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458748,3FE49337AOCK442,3FE49331BAAA363,18.1km,On-Net,N,377 days : 2hrs : 30s,365 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.01294539,-7.318170222
343,DTAL095,DTAL_0010_101_2_2021_2_308_26,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458749,3FE49337AOCK443,3FE49331BAAA364,18.1km,On-Net,N,378 days : 2hrs : 30s,366 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.014323,-7.3164536
344,DTAL095,DTAL_008_101_2_2021_2_308_199,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458750,3FE49337AOCK444,3FE49331BAAA365,18.1km,On-Net,N,379 days : 2hrs : 30s,367 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.0174728,-7.305467279
345,DTAL095,DTAL_008_101_2_2021_2_308_200,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458751,3FE49337AOCK445,3FE49331BAAA366,18.1km,On-Net,N,380 days : 2hrs : 30s,368 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.0225902,-7.319543513
346,DTAL095,DTAL_0010_101_2_2021_2_308_26,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458752,3FE49337AOCK446,3FE49331BAAA367,18.1km,On-Net,N,381 days : 2hrs : 30s,369 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.0324296,-7.28830114
347,DTAL095,DTAL_0010_101_2_2021_2_308_26,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458753,3FE49337AOCK447,3FE49331BAAA368,18.1km,On-Net,N,382 days : 2hrs : 30s,370 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.0347907,-7.29928746
348,DTAL095,DTAL_008_101_2_2021_2_308_201,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458754,3FE49337AOCK448,3FE49331BAAA369,18.1km,On-Net,N,383 days : 2hrs : 30s,371 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.04029936,-7.319543513
349,DTAL095,DTAL_008_101_2_2021_2_308_202,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458755,3FE49337AOCK449,3FE49331BAAA370,18.1km,On-Net,N,384 days : 2hrs : 30s,372 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,54.9967997,-7.34597936
350,DTAL095,DTAL_0010_101_2_2021_2_308_26,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458756,3FE49337AOCK450,3FE49331BAAA371,18.1km,On-Net,N,385 days : 2hrs : 30s,373 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,54.989709,-7.34700933
351,DTAL095,DTAL_0010_101_2_2021_2_308_26,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458757,3FE49337AOCK451,3FE49331BAAA372,18.1km,On-Net,N,386 days : 2hrs : 30s,374 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.003495,-7.341859493
352,DTAL095,DTAL_008_101_2_2021_2_308_203,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458758,3FE49337AOCK452,3FE49331BAAA373,18.1km,On-Net,N,387 days : 2hrs : 30s,375 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.0123548,-7.35181585
353,DTAL095,DTAL_008_101_2_2021_2_308_204,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458759,3FE49337AOCK453,3FE49331BAAA374,18.1km,On-Net,N,388 days : 2hrs : 30s,376 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.018457,-7.35147253
354,DTAL095,DTAL_0010_101_2_2021_2_308_26,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458760,3FE49337AOCK454,3FE49331BAAA375,18.1km,On-Net,N,389 days : 2hrs : 30s,377 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.019244368,-7.35215917
355,DTAL095,DTAL_0010_101_2_2021_2_308_26,Derry Zone 1,Nokia,XS-010X-Q,SMBS03458761,3FE49337AOCK455,3FE49331BAAA376,18.1km,On-Net,N,390 days : 2hrs : 30s,378 days : 1 hr : 46 mins,VMIE->DTAL095,Residential,55.0310522,-7.33808294
